"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","tissue","module","n_genes_in_module"
"GO:0000786","nucleosome","28/1448","30/3176",0.933333333333333,2.04714548802947,5.27439402380334,3.37748038020232e-08,7.76820487446533e-06,6.89717046062368e-06,"Solyc10g008910/Solyc01g079110/Solyc11g072860/Solyc01g080600/Solyc01g074000/Solyc11g073260/Solyc05g054610/Solyc01g086820/Solyc01g099410/Solyc11g072840/Solyc11g007930/Solyc06g084090/Solyc06g075850/Solyc11g066430/Solyc05g051290/Solyc02g038690/Solyc01g073970/Solyc09g083380/Solyc06g074790/Solyc09g074300/Solyc09g010400/Solyc01g086800/Solyc09g066100/Solyc06g072240/Solyc06g075930/Solyc12g056540/Solyc02g077480/Solyc04g011390",28,"Leaf","turquoise",2037
"GO:0030527","structural constituent of chromatin","27/1448","29/3176",0.931034482758621,2.04210325776338,5.15995195332495,6.99561515351066e-08,8.04495742653726e-06,7.14289126200562e-06,"Solyc10g008910/Solyc01g079110/Solyc11g072860/Solyc01g080600/Solyc01g074000/Solyc11g073260/Solyc05g054610/Solyc01g086820/Solyc01g099410/Solyc11g072840/Solyc11g007930/Solyc06g084090/Solyc06g075850/Solyc11g066430/Solyc02g038690/Solyc01g073970/Solyc09g083380/Solyc06g074790/Solyc09g074300/Solyc09g010400/Solyc01g086800/Solyc09g066100/Solyc06g072240/Solyc06g075930/Solyc12g056540/Solyc02g077480/Solyc04g011390",27,"Leaf","turquoise",2037
"GO:0008017","microtubule binding","36/1448","43/3176",0.837209302325581,1.83630990620583,5.05365450759253,2.38219361423347e-07,1.82634843757899e-05,1.62156337249577e-05,"Solyc07g065210/Solyc07g064970/Solyc09g010810/Solyc12g005250/Solyc10g083310/Solyc03g114380/Solyc04g076310/Solyc03g007130/Solyc03g113680/Solyc07g065880/Solyc05g015320/Solyc01g098980/Solyc04g008040/Solyc05g006550/Solyc03g116370/Solyc01g099270/Solyc03g062700/Solyc04g016080/Solyc12g098630/Solyc04g077540/Solyc11g072820/Solyc10g054080/Solyc11g010920/Solyc03g005620/Solyc09g097860/Solyc09g090320/Solyc03g120810/Solyc06g053780/Solyc04g008720/Solyc02g092950/Solyc03g119220/Solyc05g017980/Solyc01g108670/Solyc03g025470/Solyc07g064030/Solyc11g071730",36,"Leaf","turquoise",2037
"GO:0046982","protein heterodimerization activity","25/1448","28/3176",0.892857142857143,1.95836621941594,4.66205537586479,1.57382647812259e-06,9.0495022492049e-05,8.03479833567849e-05,"Solyc10g008910/Solyc01g079110/Solyc11g072860/Solyc01g080600/Solyc01g074000/Solyc11g073260/Solyc05g054610/Solyc01g086820/Solyc01g099410/Solyc11g072840/Solyc11g007930/Solyc06g084090/Solyc06g075850/Solyc11g066430/Solyc02g038690/Solyc01g073970/Solyc06g074790/Solyc09g074300/Solyc09g010400/Solyc01g086800/Solyc06g072240/Solyc06g075930/Solyc12g056540/Solyc02g077480/Solyc04g011390",25,"Leaf","turquoise",2037
"GO:0016788","hydrolase activity, acting on ester bonds","30/1448","37/3176",0.810810810810811,1.77840824249664,4.35910075054459,9.32285638325351e-06,0.000428851393629661,0.000380765081758143,"Solyc05g013690/Solyc04g050730/Solyc11g006250/Solyc06g064820/Solyc02g077330/Solyc03g006250/Solyc05g050210/Solyc03g121180/Solyc12g017460/Solyc03g111550/Solyc04g050570/Solyc10g008710/Solyc12g049550/Solyc04g081790/Solyc09g009700/Solyc02g071700/Solyc06g065010/Solyc01g095450/Solyc03g006240/Solyc02g068070/Solyc11g072040/Solyc11g031960/Solyc03g121170/Solyc03g019670/Solyc02g071720/Solyc05g043330/Solyc03g119070/Solyc02g071530/Solyc03g005020/Solyc01g100930",30,"Leaf","turquoise",2037
"GO:0003777","microtubule motor activity","23/1448","28/3176",0.821428571428571,1.80169692186267,3.89992402555871,7.52376948305525e-05,0.00247209568728958,0.00219490418001913,"Solyc07g065210/Solyc09g010810/Solyc12g005250/Solyc10g083310/Solyc03g114380/Solyc04g076310/Solyc07g065880/Solyc01g098980/Solyc04g016080/Solyc12g098630/Solyc04g077540/Solyc11g072820/Solyc10g054080/Solyc11g010920/Solyc03g005620/Solyc09g097860/Solyc09g090320/Solyc03g120810/Solyc03g119220/Solyc01g108670/Solyc03g025470/Solyc07g064030/Solyc11g071730",23,"Leaf","turquoise",2037
"GO:0007018","microtubule-based movement","23/1448","28/3176",0.821428571428571,1.80169692186267,3.89992402555871,7.52376948305525e-05,0.00247209568728958,0.00219490418001913,"Solyc07g065210/Solyc09g010810/Solyc12g005250/Solyc10g083310/Solyc03g114380/Solyc04g076310/Solyc07g065880/Solyc01g098980/Solyc04g016080/Solyc12g098630/Solyc04g077540/Solyc11g072820/Solyc10g054080/Solyc11g010920/Solyc03g005620/Solyc09g097860/Solyc09g090320/Solyc03g120810/Solyc03g119220/Solyc01g108670/Solyc03g025470/Solyc07g064030/Solyc11g071730",23,"Leaf","turquoise",2037
"GO:0005524","ATP binding","206/1448","384/3176",0.536458333333333,1.17665170349908,3.37916977268802,0.000452545874242901,0.0130106938844834,0.0115518288951477,"Solyc02g070890/Solyc07g065320/Solyc02g087980/Solyc02g031790/Solyc01g087500/Solyc07g065210/Solyc08g066490/Solyc03g007050/Solyc01g091230/Solyc03g006080/Solyc12g049360/Solyc12g044820/Solyc09g010810/Solyc06g075010/Solyc04g074020/Solyc12g005250/Solyc10g083310/Solyc03g114380/Solyc04g076310/Solyc05g053600/Solyc12g089010/Solyc09g061930/Solyc09g014720/Solyc05g014390/Solyc03g031980/Solyc06g048740/Solyc06g068910/Solyc08g066050/Solyc08g061560/Solyc09g011330/Solyc04g082840/Solyc08g067610/Solyc08g061610/Solyc04g045600/Solyc10g079510/Solyc01g080770/Solyc10g074720/Solyc02g072400/Solyc02g079590/Solyc04g010200/Solyc12g008510/Solyc02g079600/Solyc07g065880/Solyc03g005460/Solyc10g085670/Solyc12g056300/Solyc03g096890/Solyc02g068300/Solyc02g150128/Solyc03g006770/Solyc02g067560/Solyc08g081940/Solyc05g053930/Solyc11g006650/Solyc04g064590/Solyc07g005110/Solyc04g012060/Solyc06g074070/Solyc12g044840/Solyc05g051530/Solyc11g040120/Solyc03g006300/Solyc04g050170/Solyc01g098980/Solyc06g053150/Solyc11g067000/Solyc04g015470/Solyc02g094100/Solyc01g103530/Solyc03g118510/Solyc05g053610/Solyc09g015170/Solyc02g085390/Solyc01g098740/Solyc09g091650/Solyc01g110130/Solyc03g005960/Solyc10g083500/Solyc02g070780/Solyc11g065760/Solyc05g052590/Solyc05g009100/Solyc10g079170/Solyc12g005450/Solyc02g014030/Solyc04g015460/Solyc03g113450/Solyc03g093260/Solyc01g108400/Solyc03g043770/Solyc12g014350/Solyc02g068660/Solyc02g071820/Solyc04g016080/Solyc09g098290/Solyc11g007250/Solyc07g005020/Solyc01g079500/Solyc12g098630/Solyc02g077630/Solyc09g008860/Solyc05g005060/Solyc06g053810/Solyc04g077540/Solyc01g111950/Solyc11g013240/Solyc08g077990/Solyc03g064010/Solyc04g075000/Solyc09g011990/Solyc02g093990/Solyc12g036330/Solyc03g082470/Solyc12g088040/Solyc07g063710/Solyc11g072820/Solyc10g054080/Solyc03g026040/Solyc07g053820/Solyc09g091660/Solyc02g092070/Solyc09g042660/Solyc05g015150/Solyc05g018510/Solyc03g044160/Solyc12g098960/Solyc11g010920/Solyc08g074980/Solyc02g070000/Solyc04g008370/Solyc03g093250/Solyc03g113060/Solyc01g006520/Solyc02g078170/Solyc09g075910/Solyc04g079710/Solyc03g033610/Solyc03g005620/Solyc07g017540/Solyc01g111570/Solyc10g080680/Solyc07g055400/Solyc03g120980/Solyc03g033840/Solyc12g008500/Solyc03g093330/Solyc12g096710/Solyc10g005880/Solyc02g082180/Solyc09g097860/Solyc08g066310/Solyc09g007730/Solyc11g020280/Solyc01g008500/Solyc01g101110/Solyc07g005440/Solyc05g008980/Solyc06g082190/Solyc02g086590/Solyc08g066330/Solyc01g112220/Solyc02g062780/Solyc09g090320/Solyc03g120810/Solyc09g007110/Solyc05g010340/Solyc09g015520/Solyc04g077510/Solyc04g008650/Solyc06g005520/Solyc09g030450/Solyc04g074000/Solyc09g009200/Solyc08g075950/Solyc07g042250/Solyc07g065610/Solyc06g065380/Solyc11g007430/Solyc08g007330/Solyc05g047600/Solyc07g065250/Solyc03g119220/Solyc02g081470/Solyc03g096190/Solyc04g014883/Solyc01g108670/Solyc09g065570/Solyc02g090110/Solyc08g067310/Solyc06g048620/Solyc12g098210/Solyc01g008140/Solyc09g075920/Solyc03g025470/Solyc02g084900/Solyc12g010130/Solyc09g091460/Solyc07g064030/Solyc12g006690/Solyc11g071730/Solyc01g079750/Solyc04g009040/Solyc01g109590/Solyc02g068490/Solyc02g068060/Solyc04g072570",206,"Leaf","turquoise",2037
"GO:0006260","DNA replication","12/1448","13/3176",0.923076923076923,2.02464938376541,3.38829831703342,0.000594300866872587,0.0151876888200772,0.0134847214237757,"Solyc03g115050/Solyc03g007550/Solyc05g007450/Solyc11g040120/Solyc01g110130/Solyc02g070780/Solyc02g093300/Solyc07g005020/Solyc01g079500/Solyc02g082180/Solyc01g111550/Solyc07g018300",12,"Leaf","turquoise",2037
"GO:0006270","DNA replication initiation","9/1448","9/3176",1,2.19337016574586,3.2813811276489,0.000839655578614285,0.0160933985901071,0.0142888756360677,"Solyc11g040120/Solyc01g110130/Solyc02g070780/Solyc09g059440/Solyc07g005020/Solyc06g076860/Solyc01g079500/Solyc02g082180/Solyc01g111550",9,"Leaf","turquoise",2037
